,School Campus,Intervention Type,Scanning Type,School Related,School Hours,Enforcment By,Restraints,Force,Top Charge,SummonsCharge,Classification,Incident Location,Scanning Incident,Greater Than 21,Type Of Force
1568,MORRIS HS(XE),Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1569,MORRIS HS(XE),Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1570,MORRIS HS(XE),Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1571,MORRIS HS(XE),Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1572,MORRIS HS(XE),Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,Y,No,None
1573,MORRIS HS(XE),Summons,Full-Time,Y,Y,PATROL,No Restraints,N,,BOX CUTTER,V,On-Site,Y,No,None
1574,Mott Hall Community School(XE),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,M,On-Site,N,No,None
1575,MOTT HALL HS(MN),Arrested,Non-Scanning,N,Y,PATROL,Metal,N,PETIT LARCENY,,M,Off-Site,N,No,None
1576,MOTT HALL HS(MN),Child in Crisis,Non-Scanning,Y,Y,SSA,Metal,N,,,,On-Site,N,No,None
1577,MOTT HALL V(XE) ,Arrested,Non-Scanning,Y,Y,SSA,Metal,Y,CRIM POS WEAP,,M,On-Site,N,No,Physical Force
1578,MOTT HALL V(XE) ,Arrested,Non-Scanning,Y,Y,SSA,Metal,Y,RESIST ARREST,,M,On-Site,N,No,Physical Force
1579,Mott Haven Community HS(XW),Arrested,Full-Time,N,Y,PATROL,Metal,N,ASSAULT,,F,Off-Site,N,No,None
1580,MOTT HAVEN VILLAGE PREPARATORY HS(XW) ,Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1581,MOTT HAVEN VILLAGE PREPARATORY HS(XW) ,Summons,Non-Scanning,Y,Y,UTF,No Restraints,N,,POSS. OF KNIFE,V,On-Site,N,No,None
1582,MS 118(BX),Juvenile Report,Random,Y,Y,PATROL,No Restraints,N,,,M,On-Site,N,No,None
1583,MS 118(BX),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1584,MS 118(BX),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1585,MS 118(XW),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1586,MS 118(XW),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1587,MS 118(XW),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1588,MS 131(XE),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1589,MS 131(XE),Juvenile Report,Non-Scanning,N,Y,PATROL,No Restraints,N,,,M,On-Site,N,No,None
1590,MS 131(XE),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,V,On-Site,N,No,None
1591,MS 131(XE),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,V,On-Site,N,No,None
1592,MS 131(XE),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1593,MS 131(XE),Mitigated,Unannounced,Y,Y,DOE,No Restraints,N,,,,On-Site,Y,No,None
1594,MS 131(XE),Mitigated,Unannounced,Y,Y,DOE,No Restraints,N,,,,On-Site,Y,No,None
1595,MS 135(XE),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1596,MS 137(QS),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1597,MS 137(QS),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1598,MS 137(QS),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1599,MS 137(QS),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1600,MS 137(QS),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1601,MS 144(XE),Arrested,Non-Scanning,N,Y,PATROL,No Restraints,N,ASSAULT,,F,Off-Site,N,No,None
1602,MS 144(XE),Child in Crisis,Unannounced,Y,Y,PATROL,Metal,N,,,,On-Site,N,No,None
1603,MS 144(XE),Child in Crisis,Non-Scanning,N,Y,PATROL,Metal,N,,,,On-Site,N,No,None
1604,MS 144(XE),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1605,MS 144(XE),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1606,MS 144(XE),Juvenile Report,Non-Scanning,Y,Y,SSA,No Restraints,N,,,,On-Site,N,No,None
1607,MS 144(XE),Juvenile Report,Non-Scanning,Y,Y,SSA,No Restraints,N,,,M,On-Site,N,No,None
1608,MS 144(XE),Juvenile Report,Non-Scanning,Y,Y,SSA,No Restraints,N,,,V,On-Site,N,No,None
1609,MS 144(XE),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1610,MS 144(XE),Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,DISORDERLY CONDUCT,V,On-Site,N,Yes,None
1611,MS 158(QN),Juvenile Report,Non-Scanning,Y,Y,SSA,No Restraints,N,,,M,On-Site,N,No,None
1612,MS 172(QS),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1613,MS 174(XE),Child in Crisis,Non-Scanning,Y,Y,SSA,Metal,N,,,,On-Site,N,No,None
1614,MS 174(XE),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,V,On-Site,N,No,None
1615,MS 181(XE),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1616,MS 2(BS),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1617,MS 2(BS),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1618,MS 202(QS),Arrested,Non-Scanning,Y,Y,PATROL,Metal,N,CRIM POS WEAP,,F,On-Site,N,No,None
1619,MS 202(QS),Arrested,Non-Scanning,Y,Y,PATROL,Metal,N,CRIM POS WEAP,,M,On-Site,N,No,None
1620,MS 202(QS),Juvenile Report,Unannounced,Y,Y,SSA,No Restraints,N,,,M,On-Site,Y,No,None
1621,MS 202(QS),Mitigated,Unannounced,Y,Y,DOE,No Restraints,N,,,,On-Site,Y,No,None
1622,MS 202(QS),Mitigated,Unannounced,Y,Y,DOE,No Restraints,N,,,,On-Site,Y,No,None
1623,MS 202(QS),Mitigated,Unannounced,Y,Y,DOE,No Restraints,N,,,,On-Site,Y,No,None
1624,MS 202(QS),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1625,MS 203(XW),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1626,MS 203(XW),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1627,MS 203(XW),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1628,MS 203(XW),Juvenile Report,Non-Scanning,Y,Y,SSA,No Restraints,N,,,V,On-Site,N,No,None
1629,MS 203(XW),Juvenile Report,Non-Scanning,Y,Y,SSA,No Restraints,N,,,V,On-Site,N,No,None
1630,MS 203(XW),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1631,MS 203(XW),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1632,MS 203(XW),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1633,MS 203(XW),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1634,MS 203(XW),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1635,MS 210(QS),Arrested,Non-Scanning,Y,Y,PATROL,Metal,N,CPCS,,M,On-Site,N,No,None
1636,MS 210(QS),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1637,MS 210(QS),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1638,MS 216(QS),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1639,MS 216(QS),Mitigated,Non-Scanning,N,Y,DOE,No Restraints,,,,,Off-Site,N,No,
1640,MS 222(XW),Arrested,Non-Scanning,Y,Y,PATROL,Metal,N,CRIM POS WEAP,,M,On-Site,N,No,None
1641,MS 246 Walt Whitman(BS),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1642,MS 254(XW),Mitigated,Non-Scanning,N,Y,DOE,No Restraints,N,,,,Off-Site,N,No,None
1643,MS 267 Math Science & Technology School(BN),Child in Crisis,Non-Scanning,N,Y,,No Restraints,N,,,,On-Site,N,No,None
1644,MS 267 Math Science & Technology School(BN),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1645,MS 267 Math Science & Technology School(BN),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1646,MS 301(XE),Arrested,Non-Scanning,N,N,PATROL,Metal,N,HARASSMENT,,V,On-Site,N,No,None
1647,MS 301(XE),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1648,MS 301(XE),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1649,MS 301(XE),Mitigated,Non-Scanning,N,N,DOE,No Restraints,N,,,,Off-Site,N,No,None
1650,MS 318(XW),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1651,MS 318(XW),Juvenile Report,Non-Scanning,Y,Y,SSA,No Restraints,N,,,M,On-Site,N,No,None
1652,MS 318(XW),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,M,On-Site,N,No,None
1653,MS 328 Manhattan Middle School for Scientific Inquiry(MN),Arrested,Non-Scanning,N,Y,PATROL,No Restraints,N,ROBBERY,,F,Off-Site,N,No,None
1654,MS 328 Manhattan Middle School for Scientific Inquiry(MN),Arrested,Non-Scanning,N,Y,PATROL,No Restraints,N,ROBBERY,,F,Off-Site,N,No,None
1655,MS 328 Manhattan Middle School for Scientific Inquiry(MN),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1656,MS 328 Manhattan Middle School for Scientific Inquiry(MN),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1657,MS 328 Manhattan Middle School for Scientific Inquiry(MN),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1658,MS 328 Manhattan Middle School for Scientific Inquiry(MN),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1659,MS 390(BN),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1660,MS 390(BN),PINS / Warrant,Non-Scanning,N,Y,PATROL,Metal,N,,,,On-Site,N,No,None
1661,MS 390(BN),PINS / Warrant,Non-Scanning,N,Y,PATROL,No Restraints,N,,,,Off-Site,N,No,None
1662,MS 390(XW),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1663,MS 390(XW),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1664,MS 390(XW),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1665,MS 390(XW),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1666,MS 391(XW),Arrested,Non-Scanning,N,Y,PATROL,Metal,N,ROBBERY,,F,Off-Site,N,No,None
1667,MS 391(XW),Arrested,Non-Scanning,N,N,PATROL,Metal,N,ROBBERY,,F,Off-Site,N,No,None
1668,MS 391(XW),Arrested,Non-Scanning,Y,Y,PATROL,Metal,N,CRIM MISCHIEF,,M,On-Site,N,Yes,None
1669,MS 391(XW),Juvenile Report,Non-Scanning,Y,Y,SSA,Metal,N,,,V,On-Site,N,No,None
1670,MS 391(XW),Juvenile Report,Non-Scanning,Y,Y,SSA,No Restraints,N,,,M,On-Site,N,No,None
1671,MS 391(XW),Juvenile Report,Non-Scanning,Y,Y,SSA,No Restraints,N,,,M,On-Site,N,No,None
1672,MS 391(XW),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,M,On-Site,N,No,None
1673,MS 394(BN),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1674,MS 394(BN),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1675,MS 394(BN),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1676,MS 45 STARS Prep Academy(MN),Arrested,Non-Scanning,Y,Y,PATROL,Metal,N,FORCIBLE TOUCH,,M,On-Site,N,No,None
1677,MS 45 STARS Prep Academy(MN),Arrested,Non-Scanning,Y,Y,PATROL,Metal,N,FORCIBLE TOUCH,,M,On-Site,N,No,None
1678,MS 45 Thomas C. Giordano(XW),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1679,MS 45 Thomas C. Giordano(XW),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1680,MS 45 Thomas C. Giordano(XW),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1681,MS 45 Thomas C. Giordano(XW),Child in Crisis,Non-Scanning,Y,Y,PATROL,Velcro,N,,,,On-Site,N,No,None
1682,MS 45 Thomas C. Giordano(XW),Juvenile Report,Non-Scanning,Y,Y,SSA,Metal,Y,,,V,On-Site,N,No,Physical Force
1683,MS 45 Thomas C. Giordano(XW),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1684,MS 57(BN),Summons,Non-Scanning,N,Y,PATROL,No Restraints,N,,DISCON: FIGHTING,V,On-Site,N,No,None
1685,MS 61(BS),Mitigated,Non-Scanning,N,Y,DOE,No Restraints,N,,,,Off-Site,N,No,None
1686,MS 61(BS),Mitigated,Non-Scanning,N,Y,DOE,No Restraints,N,,,,Off-Site,N,No,None
1687,MS 67(QN),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1688,MS 72(QS),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,M,On-Site,N,No,None
1689,MS 88(BS),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1690,MS839 (BS),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1691,Multicultural HS (Bklyn),Child in Crisis,Full-Time,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1692,MURRY BERGTRAUM HS FOR BUSINESS CAREERS(MS),Arrested,Non-Scanning,Y,Y,SSA,Metal,N,CRIM POS WEAP,,F,On-Site,N,No,None
1693,MURRY BERGTRAUM HS FOR BUSINESS CAREERS(MS),Arrested,Non-Scanning,Y,Y,PATROL,Metal,N,ASSAULT,,F,On-Site,N,No,None
1694,MURRY BERGTRAUM HS FOR BUSINESS CAREERS(MS),Arrested,Non-Scanning,Y,Y,UTF,Metal,N,GRAND LARCENY,,F,On-Site,N,No,None
1695,MURRY BERGTRAUM HS FOR BUSINESS CAREERS(MS),Arrested,Non-Scanning,Y,Y,UTF,Metal,N,UNLAW SURVEIL,,F,On-Site,N,No,None
1696,MURRY BERGTRAUM HS FOR BUSINESS CAREERS(MS),Mitigated,Non-Scanning,Y,Y,PATROL,Metal,N,,,,On-Site,N,No,None
1697,Nelson Mandela HS(BN),Mitigated,Full-Time,Y,Y,DOE,No Restraints,N,,,,On-Site,Y,No,None
1698,NEW DESIGN HS(MS) ,Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,V,On-Site,N,No,None
1699,NEW DESIGN HS(MS) ,Juvenile Report,Non-Scanning,Y,Y,SSA,No Restraints,N,,,V,On-Site,N,No,None
1700,NEW DESIGN HS(MS) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1701,NEW DESIGN HS(MS) ,Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1702,New Design Middle School(MN),Arrested,Non-Scanning,Y,Y,PATROL,Metal,N,ASSAULT,,F,On-Site,N,Yes,None
1703,NEW DORP HS(SI),Arrested,Non-Scanning,N,Y,DB,Metal,N,ROBBERY,,F,Off-Site,N,No,None
1704,NEW DORP HS(SI),Arrested,Non-Scanning,Y,Y,PATROL,Metal,N,FORCIBLE TOUCH,,M,On-Site,N,No,None
1705,NEW DORP HS(SI),Arrested,Non-Scanning,Y,Y,PATROL,Metal,N,AGG HARASS,,M,On-Site,N,No,None
1706,NEW DORP HS(SI),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1707,NEW DORP HS(SI),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1708,NEW DORP HS(SI),Child in Crisis,Non-Scanning,N,Y,,No Restraints,N,,,,On-Site,N,No,None
1709,NEW DORP HS(SI),Mitigated,Non-Scanning,Y,Y,SSA,Metal,N,,,,On-Site,N,No,None
1710,NEW DORP HS(SI),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1711,NEW DORP HS(SI),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1712,NEW DORP HS(SI),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1713,NEW DORP HS(SI),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1714,NEW DORP HS(SI),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1715,NEW DORP HS(SI),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1716,NEW DORP HS(SI),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1717,NEW DORP HS(SI),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1718,NEW DORP HS(SI),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1719,NEW DORP HS(SI),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1720,NEW DORP HS(SI),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1721,NEW DORP HS(SI),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1722,NEW DORP HS(SI),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1723,NEW DORP HS(SI),Mitigated,Non-Scanning,N,Y,DOE,No Restraints,,,,,Off-Site,N,No,
1724,NEW DORP HS(SI),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1725,NEW DORP HS(SI),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1726,NEW DORP HS(SI),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1727,NEW DORP HS(SI),Mitigated,Non-Scanning,N,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1728,NEW DORP HS(SI),Mitigated,Non-Scanning,N,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1729,NEW DORP HS(SI),Mitigated,Unannounced,Y,Y,DOE,No Restraints,N,,,,On-Site,Y,No,None
1730,NEW DORP HS(SI),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,Off-Site,N,No,None
1731,NEW DORP HS(SI),Mitigated,Non-Scanning,N,N,DOE,No Restraints,N,,,,On-Site,N,No,None
1732,NEW DORP HS(SI),Mitigated,Non-Scanning,N,N,DOE,No Restraints,N,,,,On-Site,N,No,None
1733,NEW DORP HS(SI),Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,POSS. OF KNIFE,V,On-Site,N,No,None
1734,NEW DORP HS(SI),Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,POSS. OF KNIFE,V,On-Site,N,No,None
1735,NEW DORP HS(SI),Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,POSS. OF MACE,V,On-Site,N,No,None
1736,NEW DORP HS(SI),Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,"MARIJUANA, POSSESSION OF",V,On-Site,N,No,None
1737,NEW DORP HS(SI),Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,DISORDERLY CONDUCT,V,On-Site,N,No,None
1738,NEW EXPLORERS HS(XW),Arrested,Non-Scanning,Y,Y,PATROL,Metal,N,ROBBERY,,F,On-Site,N,No,None
1739,NEW EXPLORERS HS(XW),Arrested,Non-Scanning,Y,Y,UTF,Metal,N,ASSAULT,,M,On-Site,N,No,None
1740,NEW EXPLORERS HS(XW),Arrested,Non-Scanning,Y,Y,UTF,Metal,N,ASSAULT,,M,On-Site,N,No,None
1741,NEW EXPLORERS HS(XW),Arrested,Non-Scanning,Y,Y,UTF,Metal,N,ASSAULT,,M,On-Site,N,No,None
1742,NEW EXPLORERS HS(XW),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,M,On-Site,N,No,None
1743,New Heights Academy Charter School(MN),Juvenile Report,Non-Scanning,N,Y,PATROL,No Restraints,N,,,M,Off-Site,N,No,None
1744,New MS@Q314 (QS),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1745,New MS@Q314 (QS),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1746,New Settlement Community Campus(XW),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1747,New Settlement Community Campus(XW),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1748,New Settlement Community Campus(XW),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1749,New Settlement Community Campus(XW),Mitigated,Non-Scanning,N,Y,DOE,No Restraints,,,,,On-Site,N,No,
1750,New Voices School of Academics & Creative Arts(BS),Mitigated,Non-Scanning,N,N,DOE,No Restraints,N,,,,Off-Site,N,No,None
1751,New York City Academy for Discovery(QS),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1752,NEWTOWN HS(QN),Arrested,Non-Scanning,Y,Y,SSA,Metal,N,CPCS,,F,On-Site,N,No,None
1753,NEWTOWN HS(QN),Arrested,Non-Scanning,N,Y,PATROL,Metal,N,RECK ENDANG,,M,Off-Site,N,No,None
1754,NEWTOWN HS(QN),Mitigated,Unannounced,Y,Y,DOE,No Restraints,N,,,,On-Site,Y,No,None
1755,NORMAN THOMAS HS(MS),Child in Crisis,Full-Time,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1756,NORMAN THOMAS HS(MS),Juvenile Report,Full-Time,Y,Y,SSA,Metal,N,,,V,On-Site,N,No,None
1757,Olympus Academy(BS),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1758,Olympus Academy(BS),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1759,Olympus Academy(BS),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1760,Olympus Academy(BS),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,,,,,On-Site,N,No,
1761,Olympus Academy(BS),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1762,Olympus Academy(BS),Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,POSS. OF KNIFE,V,On-Site,N,No,None
1763,Origins High School,Arrested,Full-Time,Y,Y,PATROL,Metal,N,ASSAULT,,F,On-Site,N,No,None
1764,Origins High School,Arrested,Full-Time,Y,Y,PATROL,Metal,N,ASSAULT,,M,On-Site,N,No,None
1765,P140(BN),Child in Crisis,Random,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1766,P141@PS35(BN),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1767,P169(MN),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1768,P169(MN),Juvenile Report,Non-Scanning,N,N,PATROL,No Restraints,N,,,F,Off-Site,N,No,None
1769,P169(MN),Juvenile Report,Non-Scanning,N,Y,PATROL,No Restraints,N,,,M,Off-Site,N,No,None
1770,P177(QN),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1771,P186(XE),Arrested,Non-Scanning,Y,Y,SSA,No Restraints,N,ASSAULT,,M,On-Site,N,No,None
1772,P186(XE),Child in Crisis,Non-Scanning,Y,Y,PATROL,Metal,Y,,,,On-Site,N,No,Physical Force
1773,P186(XE),Child in Crisis,Non-Scanning,Y,Y,PATROL,Metal,N,,,,On-Site,N,No,None
1774,P186(XE),Child in Crisis,Non-Scanning,N,Y,,No Restraints,N,,,,On-Site,N,No,None
1775,P186(XE),Mitigated,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,No,None
1776,P224(QS),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1777,P25 Annex Arthur Kill Road(SI),Arrested,Full-Time,Y,Y,PATROL,Metal,N,PETIT LARCENY,,M,On-Site,N,Yes,None
1778,P25 Annex Arthur Kill Road(SI),Child in Crisis,Non-Scanning,Y,Y,SSA,Metal,N,,,,On-Site,N,No,None
1779,P25 South Richmond(SI),Arrested,Non-Scanning,N,N,DB,Metal,N,BURGLARY,,F,Off-Site,N,No,None
1780,P25 South Richmond(SI),Arrested,Non-Scanning,N,N,DB,Metal,N,BURGLARY,,F,Off-Site,N,No,None
1781,P25 South Richmond(SI),Arrested,Non-Scanning,N,N,DB,Metal,N,CPSP,,F,Off-Site,N,No,None
1782,P25 South Richmond(SI),Arrested,Non-Scanning,N,N,DB,Metal,N,CPSP,,F,Off-Site,N,No,None
1783,P25 South Richmond(SI),Arrested,Full-Time,Y,Y,SSA,Metal,N,ASSAULT,,M,On-Site,N,No,None
1784,P25 South Richmond(SI),Arrested,Full-Time,Y,Y,SSA,Metal,N,ASSAULT,,M,On-Site,N,No,None
1785,P25 South Richmond(SI),Child in Crisis,Full-Time,Y,Y,SSA,Metal,N,,,,On-Site,N,No,None
1786,P25 South Richmond(SI),Child in Crisis,Full-Time,Y,Y,SSA,Metal,N,,,,On-Site,N,No,None
1787,P25 South Richmond(SI),Child in Crisis,Full-Time,Y,Y,SSA,Metal,N,,,,On-Site,N,No,None
1788,P25 South Richmond(SI),Child in Crisis,Non-Scanning,Y,Y,,No Restraints,N,,,,On-Site,N,No,None
1789,P25 South Richmond(SI),Juvenile Report,Non-Scanning,Y,Y,SSA,No Restraints,N,,,M,On-Site,N,No,None
1790,P25 South Richmond(SI),PINS / Warrant,Full-Time,N,N,PATROL,Metal,N,,,,Off-Site,N,No,None
